age,structure_name,gene,rpkm
16 pcw,ventrolateral prefrontal cortex,CSMD2,2.259219
16 pcw,amygdaloid complex,CSMD2,3.151763
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,0.920103
17 pcw,striatum,CSMD2,2.479878
17 pcw,posterior (caudal) superior temporal cortex (area 22c),CSMD2,9.59146
17 pcw,mediodorsal nucleus of thalamus,CSMD2,1.689129
17 pcw,primary auditory cortex (core),CSMD2,8.616348
17 pcw,hippocampus (hippocampal formation),CSMD2,2.953076
17 pcw,dorsolateral prefrontal cortex,CSMD2,5.411905
17 pcw,ventrolateral prefrontal cortex,CSMD2,6.3601
17 pcw,posteroventral (inferior) parietal cortex,CSMD2,7.42863
17 pcw,primary motor-sensory cortex (samples),CSMD2,5.424938
17 pcw,"primary visual cortex (striate cortex, area V1/17)",CSMD2,7.993518
17 pcw,cerebellar cortex,CSMD2,2.24605
17 pcw,orbital frontal cortex,CSMD2,4.625756
17 pcw,amygdaloid complex,CSMD2,3.516442
17 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,4.77978
19 pcw,posterior (caudal) superior temporal cortex (area 22c),CSMD2,4.453659
19 pcw,posteroventral (inferior) parietal cortex,CSMD2,3.422792
19 pcw,primary motor-sensory cortex (samples),CSMD2,2.29435
19 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,2.732706
19 pcw,"primary visual cortex (striate cortex, area V1/17)",CSMD2,2.491884
19 pcw,hippocampus (hippocampal formation),CSMD2,1.93871
19 pcw,primary auditory cortex (core),CSMD2,5.755086
19 pcw,mediodorsal nucleus of thalamus,CSMD2,1.447039
19 pcw,ventrolateral prefrontal cortex,CSMD2,6.087763
19 pcw,striatum,CSMD2,1.915888
19 pcw,dorsolateral prefrontal cortex,CSMD2,3.224735
21 pcw,cerebellar cortex,CSMD2,6.500792
21 pcw,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,8.096154
21 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,5.616442
21 pcw,"primary motor cortex (area M1, area 4)",CSMD2,5.622904
21 pcw,striatum,CSMD2,4.980955
21 pcw,hippocampus (hippocampal formation),CSMD2,3.441163
21 pcw,posterior (caudal) superior temporal cortex (area 22c),CSMD2,8.569758
21 pcw,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,5.73443
21 pcw,amygdaloid complex,CSMD2,4.331955
21 pcw,ventrolateral prefrontal cortex,CSMD2,4.510257
21 pcw,orbital frontal cortex,CSMD2,4.278356
21 pcw,"primary visual cortex (striate cortex, area V1/17)",CSMD2,9.630712
21 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,4.942123
21 pcw,cerebellar cortex,CSMD2,4.018619
21 pcw,posteroventral (inferior) parietal cortex,CSMD2,4.103277
21 pcw,dorsolateral prefrontal cortex,CSMD2,6.860818
24 pcw,hippocampus (hippocampal formation),CSMD2,0.934276
24 pcw,amygdaloid complex,CSMD2,2.288626
24 pcw,dorsolateral prefrontal cortex,CSMD2,2.775447
24 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,5.899448
24 pcw,mediodorsal nucleus of thalamus,CSMD2,0.916252
24 pcw,striatum,CSMD2,2.718524
24 pcw,primary auditory cortex (core),CSMD2,3.957283
24 pcw,posteroventral (inferior) parietal cortex,CSMD2,3.70082
24 pcw,orbital frontal cortex,CSMD2,1.781094
24 pcw,posterior (caudal) superior temporal cortex (area 22c),CSMD2,3.253054
24 pcw,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,5.221049
24 pcw,ventrolateral prefrontal cortex,CSMD2,2.640146
24 pcw,"primary motor cortex (area M1, area 4)",CSMD2,1.743144
24 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,3.526014
24 pcw,cerebellar cortex,CSMD2,1.754402
24 pcw,"primary visual cortex (striate cortex, area V1/17)",CSMD2,4.074887
25 pcw,primary auditory cortex (core),CSMD2,1.287781
26 pcw,posterior (caudal) superior temporal cortex (area 22c),CSMD2,3.424207
26 pcw,"primary visual cortex (striate cortex, area V1/17)",CSMD2,0.773074
26 pcw,dorsolateral prefrontal cortex,CSMD2,0.826505
35 pcw,cerebellar cortex,CSMD2,1.053976
35 pcw,ventrolateral prefrontal cortex,CSMD2,3.806119
37 pcw,primary auditory cortex (core),CSMD2,2.325318
37 pcw,orbital frontal cortex,CSMD2,2.592414
37 pcw,amygdaloid complex,CSMD2,1.364349
37 pcw,"primary visual cortex (striate cortex, area V1/17)",CSMD2,3.710209
37 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,2.319302
37 pcw,mediodorsal nucleus of thalamus,CSMD2,0.501306
37 pcw,cerebellar cortex,CSMD2,1.561979
37 pcw,striatum,CSMD2,1.26819
37 pcw,posteroventral (inferior) parietal cortex,CSMD2,2.50623
37 pcw,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,3.454668
37 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,1.935733
37 pcw,dorsolateral prefrontal cortex,CSMD2,2.375421
37 pcw,posterior (caudal) superior temporal cortex (area 22c),CSMD2,2.636839
37 pcw,"primary motor cortex (area M1, area 4)",CSMD2,1.617958
37 pcw,ventrolateral prefrontal cortex,CSMD2,2.346083
37 pcw,hippocampus (hippocampal formation),CSMD2,1.485391
4 mos,posterior (caudal) superior temporal cortex (area 22c),CSMD2,1.707851
4 mos,striatum,CSMD2,1.797491
4 mos,"primary visual cortex (striate cortex, area V1/17)",CSMD2,3.794239
4 mos,cerebellar cortex,CSMD2,1.525647
4 mos,hippocampus (hippocampal formation),CSMD2,1.648223
4 mos,mediodorsal nucleus of thalamus,CSMD2,0.67731
4 mos,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,1.261517
4 mos,amygdaloid complex,CSMD2,1.760358
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,1.660115
4 mos,"primary motor cortex (area M1, area 4)",CSMD2,1.164829
4 mos,dorsolateral prefrontal cortex,CSMD2,1.087125
4 mos,orbital frontal cortex,CSMD2,1.541546
4 mos,primary auditory cortex (core),CSMD2,0.995798
4 mos,posterior (caudal) superior temporal cortex (area 22c),CSMD2,1.420388
4 mos,ventrolateral prefrontal cortex,CSMD2,1.545775
4 mos,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,1.644988
4 mos,amygdaloid complex,CSMD2,1.567338
4 mos,"primary motor cortex (area M1, area 4)",CSMD2,1.522862
4 mos,mediodorsal nucleus of thalamus,CSMD2,0.587681
4 mos,orbital frontal cortex,CSMD2,0.804677
4 mos,striatum,CSMD2,1.793948
4 mos,posterior (caudal) superior temporal cortex (area 22c),CSMD2,1.319421
4 mos,primary auditory cortex (core),CSMD2,1.497072
4 mos,hippocampus (hippocampal formation),CSMD2,0.889817
4 mos,amygdaloid complex,CSMD2,2.587767
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,2.10572
4 mos,"primary visual cortex (striate cortex, area V1/17)",CSMD2,2.803648
4 mos,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,1.647506
4 mos,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,1.502903
4 mos,posteroventral (inferior) parietal cortex,CSMD2,1.483613
4 mos,cerebellar cortex,CSMD2,3.238163
4 mos,dorsolateral prefrontal cortex,CSMD2,2.127038
4 mos,ventrolateral prefrontal cortex,CSMD2,1.703497
10 mos,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,0.925688
10 mos,posteroventral (inferior) parietal cortex,CSMD2,1.169303
10 mos,posterior (caudal) superior temporal cortex (area 22c),CSMD2,1.516888
10 mos,dorsolateral prefrontal cortex,CSMD2,0.823358
10 mos,orbital frontal cortex,CSMD2,1.403265
10 mos,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,2.533722
10 mos,cerebellar cortex,CSMD2,3.244354
10 mos,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,1.456694
10 mos,mediodorsal nucleus of thalamus,CSMD2,0.400137
10 mos,"primary visual cortex (striate cortex, area V1/17)",CSMD2,1.809549
1 yrs,amygdaloid complex,CSMD2,1.611274
1 yrs,"primary motor cortex (area M1, area 4)",CSMD2,1.900203
1 yrs,dorsolateral prefrontal cortex,CSMD2,2.24932
1 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,2.324857
1 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,2.437447
1 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,1.603868
1 yrs,orbital frontal cortex,CSMD2,1.986978
1 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,2.099301
1 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,2.263085
1 yrs,ventrolateral prefrontal cortex,CSMD2,1.967249
1 yrs,cerebellar cortex,CSMD2,1.449885
1 yrs,primary auditory cortex (core),CSMD2,2.120901
1 yrs,mediodorsal nucleus of thalamus,CSMD2,0.747665
1 yrs,hippocampus (hippocampal formation),CSMD2,1.253756
1 yrs,posteroventral (inferior) parietal cortex,CSMD2,1.971455
1 yrs,striatum,CSMD2,2.277723
2 yrs,ventrolateral prefrontal cortex,CSMD2,0.309973
2 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.455588
2 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,0.325087
2 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,0.480279
2 yrs,mediodorsal nucleus of thalamus,CSMD2,0.147288
2 yrs,dorsolateral prefrontal cortex,CSMD2,0.425536
2 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,0.249849
2 yrs,cerebellar cortex,CSMD2,0.223408
2 yrs,hippocampus (hippocampal formation),CSMD2,0.266065
2 yrs,orbital frontal cortex,CSMD2,0.504008
2 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,0.503273
2 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,0.342611
3 yrs,striatum,CSMD2,0.497437
3 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,0.6849
3 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.276522
3 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,0.524285
3 yrs,cerebellar cortex,CSMD2,1.460585
3 yrs,amygdaloid complex,CSMD2,0.4559
3 yrs,ventrolateral prefrontal cortex,CSMD2,0.229516
3 yrs,"primary motor cortex (area M1, area 4)",CSMD2,0.337244
3 yrs,primary auditory cortex (core),CSMD2,0.392576
3 yrs,mediodorsal nucleus of thalamus,CSMD2,0.473734
3 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,0.518059
3 yrs,orbital frontal cortex,CSMD2,1.137933
3 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,0.729952
3 yrs,"primary motor cortex (area M1, area 4)",CSMD2,0.37456
3 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,0.835797
3 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,0.755122
3 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.886713
3 yrs,primary auditory cortex (core),CSMD2,0.737615
3 yrs,cerebellar cortex,CSMD2,1.284784
3 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,0.77307
3 yrs,amygdaloid complex,CSMD2,0.826507
3 yrs,ventrolateral prefrontal cortex,CSMD2,1.086202
3 yrs,dorsolateral prefrontal cortex,CSMD2,0.846015
3 yrs,hippocampus (hippocampal formation),CSMD2,0.511933
3 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,1.287779
4 yrs,amygdaloid complex,CSMD2,0.410322
4 yrs,striatum,CSMD2,0.414001
4 yrs,ventrolateral prefrontal cortex,CSMD2,0.339044
4 yrs,dorsolateral prefrontal cortex,CSMD2,0.215704
4 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,0.366145
4 yrs,cerebellar cortex,CSMD2,0.281049
4 yrs,mediodorsal nucleus of thalamus,CSMD2,0.275746
8 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,0.259537
8 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,0.322494
8 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.186558
8 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,0.608211
8 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,0.265544
8 yrs,mediodorsal nucleus of thalamus,CSMD2,0.337349
8 yrs,ventrolateral prefrontal cortex,CSMD2,0.328826
8 yrs,hippocampus (hippocampal formation),CSMD2,0.909947
8 yrs,amygdaloid complex,CSMD2,0.685531
8 yrs,"primary motor cortex (area M1, area 4)",CSMD2,0.289758
8 yrs,cerebellar cortex,CSMD2,0.475516
8 yrs,dorsolateral prefrontal cortex,CSMD2,0.49171
8 yrs,striatum,CSMD2,0.421437
8 yrs,primary auditory cortex (core),CSMD2,0.407432
8 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,0.299827
8 yrs,orbital frontal cortex,CSMD2,0.554112
8 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,0.547739
8 yrs,cerebellar cortex,CSMD2,0.90354
8 yrs,primary auditory cortex (core),CSMD2,1.634251
8 yrs,ventrolateral prefrontal cortex,CSMD2,0.94445
8 yrs,hippocampus (hippocampal formation),CSMD2,0.753168
8 yrs,amygdaloid complex,CSMD2,1.04413
8 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,1.672279
8 yrs,posteroventral (inferior) parietal cortex,CSMD2,1.044926
8 yrs,dorsolateral prefrontal cortex,CSMD2,0.792016
8 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,1.274257
8 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,0.562921
11 yrs,ventrolateral prefrontal cortex,CSMD2,0.54508
11 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.561342
11 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,0.195179
11 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,0.343093
11 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,0.436235
11 yrs,dorsolateral prefrontal cortex,CSMD2,0.596256
11 yrs,amygdaloid complex,CSMD2,0.87406
11 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,1.109598
11 yrs,cerebellar cortex,CSMD2,0.837795
11 yrs,primary auditory cortex (core),CSMD2,0.73947
11 yrs,hippocampus (hippocampal formation),CSMD2,0.145206
11 yrs,"primary motor cortex (area M1, area 4)",CSMD2,0.563667
11 yrs,orbital frontal cortex,CSMD2,0.604828
11 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,0.638894
13 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,1.025884
13 yrs,posteroventral (inferior) parietal cortex,CSMD2,1.213308
13 yrs,ventrolateral prefrontal cortex,CSMD2,0.842832
13 yrs,primary auditory cortex (core),CSMD2,1.344358
13 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,1.374124
13 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,0.995882
13 yrs,cerebellar cortex,CSMD2,0.389839
13 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,1.114441
13 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,1.109907
13 yrs,dorsolateral prefrontal cortex,CSMD2,1.04877
13 yrs,orbital frontal cortex,CSMD2,1.195474
13 yrs,mediodorsal nucleus of thalamus,CSMD2,0.457387
13 yrs,amygdaloid complex,CSMD2,1.070402
13 yrs,"primary motor cortex (area M1, area 4)",CSMD2,0.954926
13 yrs,hippocampus (hippocampal formation),CSMD2,0.823695
13 yrs,striatum,CSMD2,1.188724
15 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.801936
15 yrs,cerebellar cortex,CSMD2,0.586776
15 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,0.617467
15 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,0.975352
15 yrs,amygdaloid complex,CSMD2,0.915715
18 yrs,hippocampus (hippocampal formation),CSMD2,0.488746
18 yrs,"primary motor cortex (area M1, area 4)",CSMD2,0.417699
18 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,0.46529
18 yrs,primary auditory cortex (core),CSMD2,0.484855
18 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,0.450868
18 yrs,ventrolateral prefrontal cortex,CSMD2,0.644801
18 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,0.38573
18 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,0.403298
18 yrs,dorsolateral prefrontal cortex,CSMD2,0.552146
18 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,0.59482
18 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.834046
18 yrs,orbital frontal cortex,CSMD2,0.696842
18 yrs,cerebellar cortex,CSMD2,0.285039
19 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,1.142118
19 yrs,cerebellar cortex,CSMD2,0.543226
19 yrs,dorsolateral prefrontal cortex,CSMD2,0.841668
19 yrs,amygdaloid complex,CSMD2,1.183236
19 yrs,orbital frontal cortex,CSMD2,0.882002
19 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,1.064552
19 yrs,striatum,CSMD2,1.240394
19 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,0.927571
19 yrs,"primary motor cortex (area M1, area 4)",CSMD2,0.735953
19 yrs,hippocampus (hippocampal formation),CSMD2,1.600715
19 yrs,primary auditory cortex (core),CSMD2,0.708776
19 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,1.931264
19 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.942543
19 yrs,ventrolateral prefrontal cortex,CSMD2,0.981617
19 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,0.827097
19 yrs,mediodorsal nucleus of thalamus,CSMD2,0.596524
21 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,0.85512
21 yrs,"primary motor cortex (area M1, area 4)",CSMD2,0.810327
21 yrs,primary auditory cortex (core),CSMD2,0.762894
21 yrs,dorsolateral prefrontal cortex,CSMD2,0.736188
21 yrs,amygdaloid complex,CSMD2,0.765972
21 yrs,mediodorsal nucleus of thalamus,CSMD2,0.415801
21 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,1.056723
21 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,0.903646
21 yrs,ventrolateral prefrontal cortex,CSMD2,0.762658
21 yrs,cerebellar cortex,CSMD2,1.096371
21 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,1.036977
21 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,0.58938
21 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.745585
21 yrs,hippocampus (hippocampal formation),CSMD2,0.649177
21 yrs,striatum,CSMD2,0.487449
21 yrs,orbital frontal cortex,CSMD2,0.722022
23 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,0.750874
23 yrs,amygdaloid complex,CSMD2,1.144416
23 yrs,orbital frontal cortex,CSMD2,0.997204
23 yrs,mediodorsal nucleus of thalamus,CSMD2,0.313525
23 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,1.043978
23 yrs,ventrolateral prefrontal cortex,CSMD2,0.795106
23 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,0.936347
23 yrs,"primary motor cortex (area M1, area 4)",CSMD2,0.865547
23 yrs,hippocampus (hippocampal formation),CSMD2,0.711027
23 yrs,cerebellar cortex,CSMD2,0.458267
23 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,0.755712
23 yrs,primary auditory cortex (core),CSMD2,1.106048
23 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.81911
23 yrs,striatum,CSMD2,1.13024
30 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,1.113811
30 yrs,striatum,CSMD2,0.929135
30 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,0.984985
30 yrs,orbital frontal cortex,CSMD2,0.811541
30 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.88179
30 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,0.903411
30 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,0.974822
30 yrs,mediodorsal nucleus of thalamus,CSMD2,0.340242
30 yrs,hippocampus (hippocampal formation),CSMD2,1.205923
30 yrs,primary auditory cortex (core),CSMD2,0.888553
30 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,2.108
30 yrs,dorsolateral prefrontal cortex,CSMD2,0.692241
30 yrs,amygdaloid complex,CSMD2,1.090435
30 yrs,"primary motor cortex (area M1, area 4)",CSMD2,0.851748
30 yrs,ventrolateral prefrontal cortex,CSMD2,0.822306
30 yrs,cerebellar cortex,CSMD2,0.664316
36 yrs,"primary motor cortex (area M1, area 4)",CSMD2,2.212086
36 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,1.480875
36 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,2.876882
36 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,0.807604
36 yrs,posteroventral (inferior) parietal cortex,CSMD2,2.018076
36 yrs,amygdaloid complex,CSMD2,1.517212
36 yrs,orbital frontal cortex,CSMD2,2.583926
36 yrs,ventrolateral prefrontal cortex,CSMD2,2.070143
36 yrs,dorsolateral prefrontal cortex,CSMD2,1.143656
36 yrs,primary auditory cortex (core),CSMD2,2.153469
36 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,1.482714
36 yrs,cerebellar cortex,CSMD2,0.812407
36 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,2.458679
36 yrs,hippocampus (hippocampal formation),CSMD2,1.548835
36 yrs,striatum,CSMD2,1.287401
36 yrs,mediodorsal nucleus of thalamus,CSMD2,0.382095
37 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,1.86555
37 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,1.228494
37 yrs,cerebellar cortex,CSMD2,0.406107
37 yrs,hippocampus (hippocampal formation),CSMD2,2.184525
37 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.749867
37 yrs,mediodorsal nucleus of thalamus,CSMD2,0.527775
37 yrs,dorsolateral prefrontal cortex,CSMD2,1.51884
37 yrs,ventrolateral prefrontal cortex,CSMD2,1.679741
37 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,1.302232
37 yrs,primary auditory cortex (core),CSMD2,1.396236
37 yrs,"primary motor cortex (area M1, area 4)",CSMD2,1.507263
37 yrs,orbital frontal cortex,CSMD2,1.926887
37 yrs,striatum,CSMD2,1.522497
37 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,1.57312
37 yrs,amygdaloid complex,CSMD2,1.315457
37 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,CSMD2,1.082704
40 yrs,dorsolateral prefrontal cortex,CSMD2,0.376148
40 yrs,"inferolateral temporal cortex (area TEv, area 20)",CSMD2,0.734535
40 yrs,ventrolateral prefrontal cortex,CSMD2,0.908038
40 yrs,mediodorsal nucleus of thalamus,CSMD2,0.344479
40 yrs,amygdaloid complex,CSMD2,0.679096
40 yrs,primary auditory cortex (core),CSMD2,0.490215
40 yrs,cerebellar cortex,CSMD2,0.305291
40 yrs,"primary visual cortex (striate cortex, area V1/17)",CSMD2,1.366898
40 yrs,orbital frontal cortex,CSMD2,0.927783
40 yrs,posterior (caudal) superior temporal cortex (area 22c),CSMD2,1.116749
40 yrs,posteroventral (inferior) parietal cortex,CSMD2,0.963567
40 yrs,"primary motor cortex (area M1, area 4)",CSMD2,0.291637
40 yrs,hippocampus (hippocampal formation),CSMD2,0.344511
40 yrs,striatum,CSMD2,1.122921
40 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",CSMD2,0.316652
8 pcw,occipital neocortex,MARCH7,31.010256
8 pcw,primary motor-sensory cortex (samples),MARCH7,23.379143
8 pcw,amygdaloid complex,MARCH7,23.18873
8 pcw,medial ganglionic eminence,MARCH7,26.968991
8 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,24.060878
8 pcw,upper (rostral) rhombic lip,MARCH7,14.078477
8 pcw,caudal ganglionic eminence,MARCH7,25.796816
8 pcw,dorsal thalamus,MARCH7,24.571764
8 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,27.053094
8 pcw,dorsolateral prefrontal cortex,MARCH7,28.113997
8 pcw,orbital frontal cortex,MARCH7,24.98043
8 pcw,lateral ganglionic eminence,MARCH7,21.691037
8 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,25.465878
8 pcw,hippocampus (hippocampal formation),MARCH7,28.575706
8 pcw,ventrolateral prefrontal cortex,MARCH7,28.0201
8 pcw,parietal neocortex,MARCH7,22.644002
9 pcw,dorsolateral prefrontal cortex,MARCH7,24.661667
9 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,24.195782
9 pcw,amygdaloid complex,MARCH7,25.144909
9 pcw,dorsal thalamus,MARCH7,17.035272
9 pcw,upper (rostral) rhombic lip,MARCH7,16.741687
9 pcw,lateral ganglionic eminence,MARCH7,29.149329
9 pcw,primary motor-sensory cortex (samples),MARCH7,25.932564
9 pcw,medial ganglionic eminence,MARCH7,26.699695
9 pcw,temporal neocortex,MARCH7,25.377562
9 pcw,hippocampus (hippocampal formation),MARCH7,26.157518
9 pcw,occipital neocortex,MARCH7,23.637808
9 pcw,caudal ganglionic eminence,MARCH7,27.13921
9 pcw,orbital frontal cortex,MARCH7,22.163468
9 pcw,parietal neocortex,MARCH7,24.440322
12 pcw,hippocampus (hippocampal formation),MARCH7,34.514472
12 pcw,dorsal thalamus,MARCH7,20.677415
12 pcw,amygdaloid complex,MARCH7,26.489182
12 pcw,primary auditory cortex (core),MARCH7,24.448064
12 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,22.157821
12 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,MARCH7,21.163198
12 pcw,striatum,MARCH7,53.670923
12 pcw,"primary motor cortex (area M1, area 4)",MARCH7,23.695059
12 pcw,dorsolateral prefrontal cortex,MARCH7,23.901904
12 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,32.822991
12 pcw,ventrolateral prefrontal cortex,MARCH7,24.538772
12 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,20.487764
12 pcw,posteroventral (inferior) parietal cortex,MARCH7,23.712376
12 pcw,orbital frontal cortex,MARCH7,25.647216
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,24.415069
12 pcw,posterior (caudal) superior temporal cortex (area 22c),MARCH7,28.164094
12 pcw,"primary visual cortex (striate cortex, area V1/17)",MARCH7,22.752722
12 pcw,primary auditory cortex (core),MARCH7,29.206908
12 pcw,cerebellum,MARCH7,34.452899
12 pcw,"inferolateral temporal cortex (area TEv, area 20)",MARCH7,28.094211
12 pcw,posteroventral (inferior) parietal cortex,MARCH7,27.205864
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",MARCH7,35.423697
12 pcw,dorsal thalamus,MARCH7,31.104211
12 pcw,hippocampus (hippocampal formation),MARCH7,28.3357
12 pcw,dorsolateral prefrontal cortex,MARCH7,36.160123
12 pcw,orbital frontal cortex,MARCH7,38.710561
12 pcw,"primary motor cortex (area M1, area 4)",MARCH7,20.186008
